# Title: Install Community Members,,,,,,,,,,,,,,,,,,,,,,,,,
# Description: This option loads Community members on the publish instance,,,,,,,,,,,,,,,,,,,,,,,,,
# The following lines are joining a few users to the site previously created,,,,,,,,,,,,,,,,,,,,,,,,,
SiteMembers,/content/sites/communities/en/configuration.json,addMembers,weston.mccall@dodgit.com,addMembers,aaron.mcdonald@mailinator.com,addMembers,jason.werner@dodgit.com,addMembers,ryan.palmerspambob.com,addMembers,josh.bradley@pookmail.com,addMembers,rebekah.larsen@trashymail.com,addMembers,andrew.schaeffer@trashymail.com,addMembers,donna.billups@pookmail.com,addMembers,boyd.larsen@dodgit.com,addMembers,emily.andrews@mailinator.com,addMembers,felicia.carter@trashymail.com,addMembers,ashley.thompson@spambob.com
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-728573ae52e7e3a10a490d4c@adobeid,password,password,fname,Kelly,lname,McCall,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-65017fbb5417d9fd0a4c98a4@adobeid,password,password,fname,Carlene,lname,Echavez,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-c8ef05a551edc9770a490d45@adobeid,password,password,fname,Willie,lname,Bradley,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-2d62992c559a32d87f000101@adobeid,password,password,fname,Yolanda,lname,Mitchell,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-5a9759ad559a26a67f000101@adobeid,password,password,fname,Josh,lname,Aja,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-85d37ff4521b406e0a490d4c@adobeid,password,password,fname,Alison,lname,Capp,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-18442d98535bad3d0a490d44@adobeid,password,password,fname,Scott,lname,Larsen,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-3dd045934f48428b0a746c15@adobeid,password,password,fname,Luz,lname,Capp,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-08e4c38e54a31e490a4c98a2@adobeid,password,password,fname,Laura,lname,Bradley,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-2844103a530fc64d0a490d4d@adobeid,password,password,fname,Shantel,lname,Kamp,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-3df468f34494337099201549@adobeid,password,password,fname,Matt,lname,Huggins,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-307ba8945476ccba0a4c98a6@adobeid,password,password,fname,Sean,lname,Plunkett,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-49b62e9d4db304150a490d4a@adobeid,password,password,fname,Matthew,lname,Parker,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-0b5922504a08fb4c992015b9@adobeid,password,password,fname,Alison,lname,Parker,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-f03c6a65526e56480a490d4d@adobeid,password,password,fname,Ryan,lname,Monroe,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-94307f6a52de642e0a490d4c@adobeid,password,password,fname,Kelly,lname,McDonald,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-1917321a50eee2f20a490d45@adobeid,password,password,fname,Omar,lname,Larsen,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-396f399245668978992015a8@adobeid,password,password,fname,Zachary,lname,Eastman,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-c73122ce527233e10a490d4d@adobeid,password,password,fname,Willard,lname,Smith,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-02b349c55151e29d0a490d45@adobeid,password,password,fname,Leonard,lname,Duncan,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-91ba480e54b64bf60a4c98a6@adobeid,password,password,fname,Jason,lname,Creative,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-427341c353671f880a490d45@adobeid,password,password,fname,Willard,lname,Capp,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-6b1d2df84d5d102e0a746c12@adobeid,password,password,fname,Alison,lname,Palmer,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-d3874f775201db9f0a490d4d@adobeid,password,password,fname,Weston,lname,Rose,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-402b328744a3f2e19920157f@adobeid,password,password,fname,Carlene,lname,Carter,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-6eab65c453a28ce00a490d45@adobeid,password,password,fname,Trina,lname,Mitchell,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-c0399626545472bb0a4c98a1@adobeid,password,password,fname,Charlotte,lname,Monroe,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-04892e7146302b859920154a@adobeid,password,password,fname,Josh,lname,Dombrowski,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-ea4c2bcd51af70630a490d45@adobeid,password,password,fname,Luz,lname,Mabry,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-3c570ba44872c4e3992015a7@adobeid,password,password,fname,Charlotte,lname,Palmer,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-032c41b55472cfd90a4c98a7@adobeid,password,password,fname,Carl,lname,Eastman,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-0e29332e531e07e50a490d45@adobeid,password,password,fname,Willard,lname,Rose,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-3ca7fd7e54c66bfc0a4c98a4@adobeid,password,password,fname,Carlene,lname,Rose,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-66fb332e531c97120a490d45@adobeid,password,password,fname,Sean,lname,Huggins,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-cbf75a4e52e899240a490d4d@adobeid,password,password,fname,Carlene,lname,McCall,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-a3a626f8544a9d330a4c98a4@adobeid,password,password,fname,Omar,lname,Billups,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-078c3e90524c9a5e0a490d45@adobeid,password,password,fname,Scott,lname,Rose,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-39d6154452ef888b0a490d4c@adobeid,password,password,fname,Carl,lname,Jones,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-5ad91eaa50fe5b700a490d4d@adobeid,password,password,fname,Trina,lname,Capp,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-4f9a2dce51713cc60a490d4d@adobeid,password,password,fname,Marcy,lname,Capp,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-41ac5c855050714b0a490d4c@adobeid,password,password,fname,Trina,lname,Richardson,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-10bd6ea5532230f40a490d44@adobeid,password,password,fname,Matt,lname,Richardson,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-74636b3251013ae60a490d44@adobeid,password,password,fname,Trina,lname,Mabry,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-97547b5f4ffc206a0a490d4d@adobeid,password,password,fname,Shantel,lname,Carter,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-a36223564ecdfe2e0a490d44@adobeid,password,password,fname,Aaron,lname,Rose,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-35f76f754c125c0a0a04b833@adobeid,password,password,fname,Charlotte,lname,Smith,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-6789302c481af22699201587@adobeid,password,password,fname,Yolanda,lname,Avery,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-87345e7b4a5b71c9992015a9@adobeid,password,password,fname,William,lname,Plunkett,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-60c44f775212e5f00a490d4d@adobeid,password,password,fname,Matthew,lname,Dufault,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-85365c8550696b5a0a490d4c@adobeid,password,password,fname,Josh,lname,Rose,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-50b25512467c4fd0992016b8@adobeid,password,password,fname,Aaron,lname,Capp,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-1661248b4b24c0d5992015c2@adobeid,password,password,fname,Luz,lname,Creative,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-f40c332e5316b1250a490d45@adobeid,password,password,fname,Charlotte,lname,Dombrowski,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-a9e22dbb4e029bd00a490d44@adobeid,password,password,fname,Laura,lname,Carter,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-56a04a8f48b49f7c992015c3@adobeid,password,password,fname,Leonard,lname,Bradley,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-4dce49c551407dfd0a490d45@adobeid,password,password,fname,Scott,lname,Dombrowski,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-5545bd5e55a8ca0f7f000101@adobeid,password,password,fname,Shantel,lname,McDonald,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-e95e749550cc8b140a490d45@adobeid,password,password,fname,Aaron,lname,Thompson,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-4be91fee4e57d0690a490d44@adobeid,password,password,fname,Scott,lname,Rose,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-d4a3061a5151993a0a490d4c@adobeid,password,password,fname,Leonard,lname,Kamp,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-63b643964fcdff570a490d4c@adobeid,password,password,fname,Aaron,lname,Saner,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-1eea599d458afd5f992015c3@adobeid,password,password,fname,Shantel,lname,Carter,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-d9fb647253fd17be0a4c98a6@adobeid,password,password,fname,Rebekah,lname,Melton,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-61c017fe52c52e9e0a490d4c@adobeid,password,password,fname,Kelly,lname,Monroe,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-1ab61fd94a7116bf992015b9@adobeid,password,password,fname,Olive,lname,Avery,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-436d379846b4b05c9920154a@adobeid,password,password,fname,Marcy,lname,Capp,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-ae962cad546dc2f10a4c98c6@adobeid,password,password,fname,Zachary,lname,Pixley,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-56d67d44535f3ab60a490d4d@adobeid,password,password,fname,Shantel,lname,Avery,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-3687575e5565e4607f000101@adobeid,password,password,fname,Sarah,lname,Ebbing,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-770b1f6a551920e10a4c98a7@adobeid,password,password,fname,Laura,lname,Smith,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-0d092d5d529f03f00a490d45@adobeid,password,password,fname,Olive,lname,Duncan,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-db4223564ed654940a490d44@adobeid,password,password,fname,Carlene,lname,Smith,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-6f0775de4f5a51980a490d44@adobeid,password,password,fname,Kelly,lname,Dombrowski,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-35be68a74b223fd899201549@adobeid,password,password,fname,Leslie,lname,Mabry,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-65102be75548b4ce0a4c98a7@adobeid,password,password,fname,Olive,lname,Billups,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-b98f60e74f97b5af0a490d4c@adobeid,password,password,fname,Matthew,lname,Mabry,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-2c471b2a4e576b070a490d45@adobeid,password,password,fname,Trina,lname,Pixley,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-2cdf291b523adadd0a490d4c@adobeid,password,password,fname,Shantel,lname,Monroe,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-404800044f57b9000a0550b6@adobeid,password,password,fname,Aaron,lname,Duncan,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-18f302fb4f6ada9b0a490d44@adobeid,password,password,fname,Rebekah,lname,Capp,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-a60a34fa53e4d1b20a490d44@adobeid,password,password,fname,Aaron,lname,McDonald,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-7d5069ea4e56adc60a04b887@adobeid,password,password,fname,Sarah,lname,Kamp,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-cd8ae27f547c78060a4c98a5@adobeid,password,password,fname,Trina,lname,Huggins,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-5991d36b5452658e0a4c98a7@adobeid,password,password,fname,Kerry,lname,Kamp,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-664242c751057aeb0a490d4c@adobeid,password,password,fname,Rebekah,lname,McDonald,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-3ae8434451934f7e0a490d45@adobeid,password,password,fname,Rebekah,lname,Mabry,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-a9b04f77520d53ef0a490d4d@adobeid,password,password,fname,Leonard,lname,Echavez,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-6a2f0720414a9d539920157f@adobeid,password,password,fname,Carl,lname,Capp,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-b0d5550d516258590a490d44@adobeid,password,password,fname,Ashley,lname,Plunkett,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-10fd28e14dbfe80d0a490d4d@adobeid,password,password,fname,Willard,lname,Jones,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-1e461eaa50f915220a490d4d@adobeid,password,password,fname,Aaron,lname,Carter,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-4fa35a314efe16cb0a490d44@adobeid,password,password,fname,Ryan,lname,Monroe,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-298134b8527ac8960a490d44@adobeid,password,password,fname,Ralph,lname,Pixley,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-552713c0522da91c0a490d44@adobeid,password,password,fname,Olive,lname,Bradley,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-99c14554508e51de0a490d4d@adobeid,password,password,fname,Willard,lname,Huggins,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-c08360b351e0133d0a490d4d@adobeid,password,password,fname,Kerry,lname,Echavez,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-c86c78504ee37bad0a490d4c@adobeid,password,password,fname,Sarah,lname,Melton,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-20994c1548716623992015a7@adobeid,password,password,fname,Kelly,lname,Jones,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-e3850a59540c27e10a4c98bc@adobeid,password,password,fname,Shantel,lname,Bradley,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
SlingPost,/content/sites/scoring/en/signup/jcr:content/content/primary/signup.social.json,email,ims-399d6a164545ff2f992015c3@adobeid,password,password,fname,Matthew,lname,Bradley,:operation,social:createTenantUser,aboutMe,I'm a demo user for AEM Communities Scoring site,,,,,,,,,,,,
